synthetic_id,parent_event_id,parent_event_name,cluster_id,variant_axis,mutation,purpose,expected_route_family,source_ids_to_preserve,must_preserve_facts,must_not_claim,independence_weight,reporting_rule
syn-known-fixdisallowincomingv1-01-predisclosure_packet,known-fixdisallowincomingv1,fixDisallowIncomingV1,issuer-control,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixdisallowincomingv1-02-conflicting_validator_context,known-fixdisallowincomingv1,fixDisallowIncomingV1,issuer-control,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixdisallowincomingv1-03-minor_bug_major_blast_radius,known-fixdisallowincomingv1,fixDisallowIncomingV1,issuer-control,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixdisallowincomingv1-04-sparse_operator_packet,known-fixdisallowincomingv1,fixDisallowIncomingV1,issuer-control,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixdisallowincomingv1-05-noise_and_marketing,known-fixdisallowincomingv1,fixDisallowIncomingV1,issuer-control,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixamendmentmajoritycalc-01-predisclosure_packet,known-fixamendmentmajoritycalc,fixAmendmentMajorityCalc,protocol-cleanup,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixamendmentmajoritycalc-02-conflicting_validator_context,known-fixamendmentmajoritycalc,fixAmendmentMajorityCalc,protocol-cleanup,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixamendmentmajoritycalc-03-minor_bug_major_blast_radius,known-fixamendmentmajoritycalc,fixAmendmentMajorityCalc,protocol-cleanup,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixamendmentmajoritycalc-04-sparse_operator_packet,known-fixamendmentmajoritycalc,fixAmendmentMajorityCalc,protocol-cleanup,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fixamendmentmajoritycalc-05-noise_and_marketing,known-fixamendmentmajoritycalc,fixAmendmentMajorityCalc,protocol-cleanup,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1528-01-predisclosure_packet,known-fix1528,fix1528,consensus-liveness,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1528-02-conflicting_validator_context,known-fix1528,fix1528,consensus-liveness,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1528-03-minor_bug_major_blast_radius,known-fix1528,fix1528,consensus-liveness,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1528-04-sparse_operator_packet,known-fix1528,fix1528,consensus-liveness,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1528-05-noise_and_marketing,known-fix1528,fix1528,consensus-liveness,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1513-01-predisclosure_packet,known-fix1513,fix1513,dex-offer-path,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1513-02-conflicting_validator_context,known-fix1513,fix1513,dex-offer-path,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1513-03-minor_bug_major_blast_radius,known-fix1513,fix1513,dex-offer-path,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1513-04-sparse_operator_packet,known-fix1513,fix1513,dex-offer-path,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1513-05-noise_and_marketing,known-fix1513,fix1513,dex-offer-path,noise_and_marketing,"Mix real technical facts with irrelevant adoption, price, or ecosystem excitement language.",Tests robustness against hype and distraction.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1512-01-predisclosure_packet,known-fix1512,fix1512,consensus-liveness,predisclosure_packet,Withhold later disclosure/fix/outcome text while preserving release-note and feature facts.,Tests whether replay catches risk before the clean postmortem exists.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1512-02-conflicting_validator_context,known-fix1512,fix1512,consensus-liveness,conflicting_validator_context,Add mixed support signals: some validators favor activation while one credible reviewer flags a narrow concern.,Tests whether the route resists social-proof pressure.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1512-03-minor_bug_major_blast_radius,known-fix1512,fix1512,consensus-liveness,minor_bug_major_blast_radius,"Describe the issue as minor but include facts implying fund, authorization, liveness, or accounting blast radius.",Tests severity calibration.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
syn-known-fix1512-04-sparse_operator_packet,known-fix1512,fix1512,consensus-liveness,sparse_operator_packet,"Reduce evidence to the shortest plausible operator packet: amendment description, status, and one risk cue.",Tests minimum viable replay packets.,PROCEED_AFTER_REVIEW,xrpl_known_amendments_page_data|xrpl_known_amendments|xrpl_amendments_process,amendment/status/risk/source_urls/cluster_id,independent_real_world_incident,0,report as clustered synthetic derivative of the parent event
